,drug,URL
21019,Olmesartan,https://www.drugs.com/mtm/olmesartan.html
21020,Olopatadine,https://www.drugs.com/monograph/olopatadine.html
21021,Olopatadine nasal,https://www.drugs.com/mtm/olopatadine-nasal.html
21022,Olux,https://www.drugs.com/mtm/olux.html
21023,Omalizumab,https://www.drugs.com/omalizumab.html
21024,Omega-3,https://www.drugs.com/mtm/omega-3.html
21025,Omega-3 Fish Oil,https://www.drugs.com/mtm/omega-3-fish-oil.html
21026,Omeprazole,https://www.drugs.com/omeprazole.html
21027,Omeprazole and sodium bicarbonate,https://www.drugs.com/mtm/omeprazole-and-sodium-bicarbonate.html
21028,Omnicef,https://www.drugs.com/omnicef.html
21029,Omnipaque 350,https://www.drugs.com/cons/omnipaque-350.html
21030,Ondansetron,https://www.drugs.com/ondansetron.html
21031,Onfi,https://www.drugs.com/onfi.html
21032,Ongentys,https://www.drugs.com/ongentys.html
21033,Onureg,https://www.drugs.com/onureg.html
21034,Opdivo,https://www.drugs.com/opdivo.html
21035,Opill,https://www.drugs.com/opill.html
21036,Opzelura,https://www.drugs.com/opzelura.html
21037,Orencia,https://www.drugs.com/orencia.html
21038,Orgovyx,https://www.drugs.com/orgovyx.html
21039,Oriahnn,https://www.drugs.com/oriahnn.html
21040,Orladeyo,https://www.drugs.com/orladeyo.html
21041,Orlistat,https://www.drugs.com/orlistat.html
21042,Orphenadrine,https://www.drugs.com/mtm/orphenadrine.html
21043,Oseltamivir,https://www.drugs.com/oseltamivir.html
21044,Osimertinib,https://www.drugs.com/mtm/osimertinib.html
21045,Otezla,https://www.drugs.com/otezla.html
21046,Otrexup,https://www.drugs.com/cons/otrexup.html
21047,Oxaliplatin,https://www.drugs.com/oxaliplatin.html
21048,Oxandrolone,https://www.drugs.com/mtm/oxandrolone.html
21049,Oxazepam,https://www.drugs.com/mtm/oxazepam.html
21050,Oxcarbazepine,https://www.drugs.com/mtm/oxcarbazepine.html
21051,Oxtella XR,https://www.drugs.com/oxtellar-xr.html
21052,Oxybutynin,https://www.drugs.com/oxybutynin.html
21053,Oxycodone,https://www.drugs.com/oxycodone.html
21054,Oxycontin,https://www.drugs.com/oxycontin.html
21055,Oxygen,https://www.drugs.com/pro/oxygen.html
21056,Oxymetazoline nasal,https://www.drugs.com/mtm/oxymetazoline-nasal.html
21057,Oxytocin,https://www.drugs.com/mtm/oxytocin.html
21058,Ozanimod,https://www.drugs.com/ozanimod.html
21059,Ozempic,https://www.drugs.com/ozempic.html
21060,Ojemda,https://www.drugs.com/ojemda.html
21061,Ojjaara,https://www.drugs.com/ojjaara.html
21062,Ocrelizumab,https://www.drugs.com/ocrelizumab.html
21063,Ocrevus,https://www.drugs.com/ocrevus.html
21064,Octreotide,https://www.drugs.com/pro/octreotide.html
21065,Ofev,https://www.drugs.com/ofev.html
21066,Ofloxacin,https://www.drugs.com/mtm/ofloxacin.html
21067,Ofloxacin ophthalmic,https://www.drugs.com/mtm/ofloxacin-ophthalmic.html
21068,Ojjaara,https://www.drugs.com/ojjaara.html
21069,Olanzapine,https://www.drugs.com/olanzapine.html
21070,Olaparib,https://www.drugs.com/olaparib.html
21071,Olmesartan,https://www.drugs.com/mtm/olmesartan.html
21072,Olopatadine,https://www.drugs.com/monograph/olopatadine.html
21073,Olopatadine nasal,https://www.drugs.com/mtm/olopatadine-nasal.html
21074,Olux,https://www.drugs.com/mtm/olux.html
21075,Omalizumab,https://www.drugs.com/omalizumab.html
21076,Omega-3,https://www.drugs.com/mtm/omega-3.html
21077,Omega-3 Fish Oil,https://www.drugs.com/mtm/omega-3-fish-oil.html
21078,Omeprazole,https://www.drugs.com/omeprazole.html
21079,Omeprazole and sodium bicarbonate,https://www.drugs.com/mtm/omeprazole-and-sodium-bicarbonate.html
21080,Omnicef,https://www.drugs.com/omnicef.html
21081,Omnipaque 350,https://www.drugs.com/cons/omnipaque-350.html
21082,Ondansetron,https://www.drugs.com/ondansetron.html
21083,Onfi,https://www.drugs.com/onfi.html
21084,Ongentys,https://www.drugs.com/ongentys.html
21085,Onureg,https://www.drugs.com/onureg.html
21086,Opdivo,https://www.drugs.com/opdivo.html
21087,Opill,https://www.drugs.com/opill.html
21088,Opzelura,https://www.drugs.com/opzelura.html
21089,Orencia,https://www.drugs.com/orencia.html
21090,Orgovyx,https://www.drugs.com/orgovyx.html
21091,Oriahnn,https://www.drugs.com/oriahnn.html
21092,Orladeyo,https://www.drugs.com/orladeyo.html
21093,Orlistat,https://www.drugs.com/orlistat.html
21094,Orphenadrine,https://www.drugs.com/mtm/orphenadrine.html
21095,Oseltamivir,https://www.drugs.com/oseltamivir.html
21096,Osimertinib,https://www.drugs.com/mtm/osimertinib.html
21097,Otezla,https://www.drugs.com/otezla.html
21098,Otrexup,https://www.drugs.com/cons/otrexup.html
21099,Oxaliplatin,https://www.drugs.com/oxaliplatin.html
21100,Oxandrolone,https://www.drugs.com/mtm/oxandrolone.html
21101,Oxazepam,https://www.drugs.com/mtm/oxazepam.html
21102,Oxcarbazepine,https://www.drugs.com/mtm/oxcarbazepine.html
21103,Oxtella XR,https://www.drugs.com/oxtellar-xr.html
21104,Oxybutynin,https://www.drugs.com/oxybutynin.html
21105,Oxycodone,https://www.drugs.com/oxycodone.html
21106,Oxycontin,https://www.drugs.com/oxycontin.html
21107,Oxygen,https://www.drugs.com/pro/oxygen.html
21108,Oxymetazoline nasal,https://www.drugs.com/mtm/oxymetazoline-nasal.html
21109,Oxytocin,https://www.drugs.com/mtm/oxytocin.html
21110,Ozanimod,https://www.drugs.com/ozanimod.html
21111,Ozempic,https://www.drugs.com/ozempic.html
21112,Olanzapine,https://www.drugs.com/olanzapine.html
21113,Olanzapine (Intramuscular),https://www.drugs.com/cons/olanzapine-intramuscular.html
21114,Olanzapine (Oral),https://www.drugs.com/cons/olanzapine-oral.html
21115,Olanzapine and fluoxetine,https://www.drugs.com/cons/olanzapine-and-fluoxetine.html
21116,Olanzapine and Fluoxetine Capsules,https://www.drugs.com/pro/olanzapine-and-fluoxetine-capsules.html
21117,Olanzapine and samidorphan,https://www.drugs.com/mtm/olanzapine-and-samidorphan.html
21118,Olanzapine injection,https://www.drugs.com/mtm/olanzapine-injection.html
21119,Olanzapine Orally Disintegrating Tablets,https://www.drugs.com/pro/olanzapine-orally-disintegrating-tablets.html
21120,Olanzapine Tablets,https://www.drugs.com/pro/olanzapine-tablets.html
21121,Olaparib,https://www.drugs.com/olaparib.html
21122,Olaratumab,https://www.drugs.com/cons/olaratumab.html
21123,Oleander,https://www.drugs.com/npp/oleander.html
21124,Oleptro,https://www.drugs.com/oleptro.html
21125,Oliceridine,https://www.drugs.com/mtm/oliceridine.html
21126,Oliceridine Fumarate,https://www.drugs.com/monograph/oliceridine-fumarate.html
21127,Olinvyk,https://www.drugs.com/mtm/olinvyk.html
21128,Olipudase alfa,https://www.drugs.com/mtm/olipudase-alfa.html
21129,Olipudase alfa-rpcp,https://www.drugs.com/cons/olipudase-alfa-rpcp.html
21130,Olive Leaf,https://www.drugs.com/npp/olive-leaf.html
21131,Olive Oil,https://www.drugs.com/npc/olive-oil.html
21132,Olivia Quido Blemish Erase,https://www.drugs.com/pro/olivia-quido-blemish-erase.html
21133,Olivia Quido Firm and Fade,https://www.drugs.com/pro/olivia-quido-firm-and-fade.html
21134,Olmesartan,https://www.drugs.com/mtm/olmesartan.html
21135,Olmesartan and hydrochlorothiazide,https://www.drugs.com/cons/olmesartan-and-hydrochlorothiazide.html
21136,Olmesartan Medoxomil,https://www.drugs.com/pro/olmesartan-medoxomil.html
21137,Olmesartan Medoxomil and Hydrochlorothiazide,https://www.drugs.com/pro/olmesartan-medoxomil-and-hydrochlorothiazide.html
21138,"Olmesartan Medoxomil, Amlodipine and Hydrochlorothiazide",https://www.drugs.com/pro/olmesartan-medoxomil-amlodipine-and-hydrochlorothiazide.html
21139,"Olmesartan, amlodipine, and hydrochlorothiazide",https://www.drugs.com/cons/olmesartan-amlodipine-and-hydrochlorothiazide.html
21140,Olodaterol,https://www.drugs.com/cons/olodaterol.html
21141,Olodaterol and tiotropium,https://www.drugs.com/mtm/olodaterol-and-tiotropium.html
21142,Olodaterol inhalation,https://www.drugs.com/mtm/olodaterol-inhalation.html
21143,Olopatadine,https://www.drugs.com/monograph/olopatadine.html
21144,Olopatadine and mometasone,https://www.drugs.com/cons/olopatadine-and-mometasone.html
21145,Olopatadine nasal,https://www.drugs.com/mtm/olopatadine-nasal.html
21146,Olopatadine Nasal Spray,https://www.drugs.com/pro/olopatadine-nasal-spray.html
21147,Olopatadine ophthalmic,https://www.drugs.com/mtm/olopatadine-ophthalmic.html
21148,Olopatadine Ophthalmic Solution,https://www.drugs.com/pro/olopatadine-ophthalmic-solution.html
21149,Olpruva,https://www.drugs.com/mtm/olpruva.html
21150,Olsalazine,https://www.drugs.com/mtm/olsalazine.html
21151,Olumiant,https://www.drugs.com/olumiant.html
21152,Olutasidenib,https://www.drugs.com/mtm/olutasidenib.html
21153,Olux,https://www.drugs.com/mtm/olux.html
21154,Olux-E,https://www.drugs.com/mtm/olux-e.html
21155,Olux/Olux-E Complete Pack,https://www.drugs.com/cons/olux-olux-e-complete-pack.html
21156,Olysio,https://www.drugs.com/olysio.html
21157,Omacetaxine,https://www.drugs.com/cons/omacetaxine.html
21158,Omacetaxine Mepesuccinate,https://www.drugs.com/monograph/omacetaxine-mepesuccinate.html
21159,Omacor,https://www.drugs.com/omacor.html
21160,Omadacycline,https://www.drugs.com/monograph/omadacycline.html
21161,Omadacycline (Intravenous),https://www.drugs.com/cons/omadacycline-intravenous.html
21162,Omadacycline (Oral),https://www.drugs.com/cons/omadacycline-oral.html
21163,Omadacycline oral/injection,https://www.drugs.com/mtm/omadacycline-oral-injection.html
21164,Omalizumab,https://www.drugs.com/omalizumab.html
21165,Omaveloxolone,https://www.drugs.com/omaveloxolone.html
21166,"Ombitasvir, paritaprevir, and ritonavir",https://www.drugs.com/cons/ombitasvir-paritaprevir-and-ritonavir.html
21167,"Ombitasvir, paritaprevir, ritonavir and dasabuvir",https://www.drugs.com/cons/ombitasvir-paritaprevir-ritonavir-and-dasabuvir.html
21168,Omeclamox-Pak,https://www.drugs.com/mtm/omeclamox-pak.html
21169,Omega 3 Fatty Acids,https://www.drugs.com/npc/omega-3-fatty-acids.html
21170,Omega Essentials,https://www.drugs.com/mtm/omega-essentials.html
21171,Omega Essentials Basic,https://www.drugs.com/mtm/omega-essentials-basic.html
21172,Omega Monopure,https://www.drugs.com/mtm/omega-monopure.html
21173,Omega MonoPure 1300 EC,https://www.drugs.com/mtm/omega-monopure-1300-ec.html
21174,Omega MonoPure 650 EC,https://www.drugs.com/mtm/omega-monopure-650-ec.html
21175,Omega MonoPure DHA EC,https://www.drugs.com/mtm/omega-monopure-dha-ec.html
21176,Omega-3,https://www.drugs.com/mtm/omega-3.html
21177,Omega-3 D-3 Wellness Pack,https://www.drugs.com/mtm/omega-3-d-3-wellness-pack.html
21178,Omega-3 Fish Oil,https://www.drugs.com/mtm/omega-3-fish-oil.html
21179,Omega-3 polyunsaturated fatty acids,https://www.drugs.com/mtm/omega-3-polyunsaturated-fatty-acids.html
21180,Omega-3 polyunsaturated fatty acids-vitamin E,https://www.drugs.com/mtm/omega-3-polyunsaturated-fatty-acids-vitamin-e.html
21181,Omega-3-acid ethyl esters,https://www.drugs.com/cons/omega-3-acid-ethyl-esters.html
21182,Omega-3-carboxylic acids,https://www.drugs.com/cons/omega-3-carboxylic-acids.html
21183,Omega-V Benefits,https://www.drugs.com/mtm/omega-v-benefits.html
21184,Omegapure 600 EC,https://www.drugs.com/mtm/omegapure-600-ec.html
21185,Omegapure 780 EC,https://www.drugs.com/mtm/omegapure-780-ec.html
21186,Omegapure 820,https://www.drugs.com/mtm/omegapure-820.html
21187,Omegapure 900 EC,https://www.drugs.com/mtm/omegapure-900-ec.html
21188,Omegapure 900-TG,https://www.drugs.com/mtm/omegapure-900-tg.html
21189,Omegapure PRM,https://www.drugs.com/mtm/omegapure-prm.html
21190,Omegaven,https://www.drugs.com/cons/omegaven.html
21191,Omegaven Injection,https://www.drugs.com/pro/omegaven-injection.html
21192,OmegaXL,https://www.drugs.com/mtm/omegaxl.html
21193,Omeprazole,https://www.drugs.com/omeprazole.html
21194,Omeprazole + SyrSpend SF Alka,https://www.drugs.com/mtm/omeprazole-syrspend-sf-alka.html
21195,Omeprazole and sodium bicarbonate,https://www.drugs.com/mtm/omeprazole-and-sodium-bicarbonate.html
21196,Omeprazole and Sodium Bicarbonate Capsule,https://www.drugs.com/pro/omeprazole-and-sodium-bicarbonate-capsule.html
21197,Omeprazole Magnesium Granules,https://www.drugs.com/pro/omeprazole-magnesium-granules.html
21198,Omeprazole ODT,https://www.drugs.com/pro/omeprazole-odt.html
21199,Omeprazole Tablets,https://www.drugs.com/pro/omeprazole-tablets.html
21200,"Omeprazole, amoxicillin, and rifabutin",https://www.drugs.com/cons/omeprazole-amoxicillin-and-rifabutin.html
21201,"Omeprazole, clarithromycin, and amoxicillin",https://www.drugs.com/cons/omeprazole-clarithromycin-and-amoxicillin.html
21202,Omera,https://www.drugs.com/mtm/omera.html
21203,Omidenepag (EENT),https://www.drugs.com/monograph/omidenepag-eent.html
21204,Omidenepag isopropyl,https://www.drugs.com/cons/omidenepag-isopropyl.html
21205,Omidria,https://www.drugs.com/omidria.html
21206,Omidubicel,https://www.drugs.com/mtm/omidubicel.html
21207,Omidubicel-onlv,https://www.drugs.com/cons/omidubicel-onlv.html
21208,Omisirge,https://www.drugs.com/omisirge.html
21209,Omlonti,https://www.drugs.com/omlonti.html
21210,Omlonti Eye Drops,https://www.drugs.com/pro/omlonti-eye-drops.html
21211,Omnaris,https://www.drugs.com/omnaris.html
21212,Omnicef,https://www.drugs.com/omnicef.html
21213,Omnicef Omni-Pac,https://www.drugs.com/mtm/omnicef-omni-pac.html
21214,Omnii Gel Just For Kids,https://www.drugs.com/mtm/omnii-gel-just-for-kids.html
21215,Omnipaque 12,https://www.drugs.com/cons/omnipaque-12.html
21216,Omnipaque 140,https://www.drugs.com/cons/omnipaque-140.html
21217,Omnipaque 180,https://www.drugs.com/cons/omnipaque-180.html
21218,Omnipaque 240,https://www.drugs.com/cons/omnipaque-240.html
21219,Omnipaque 300,https://www.drugs.com/cons/omnipaque-300.html
21220,Omnipaque 350,https://www.drugs.com/cons/omnipaque-350.html
21221,Omnipaque 9,https://www.drugs.com/cons/omnipaque-9.html
21222,Omnipaque Flexipak,https://www.drugs.com/cons/omnipaque-flexipak.html
21223,Omnipaque Injection,https://www.drugs.com/pro/omnipaque-injection.html
21224,Omnipen-N injection,https://www.drugs.com/mtm/omnipen-n-injection.html
21225,Omnipred,https://www.drugs.com/cons/omnipred.html
21226,Omnipred ophthalmic,https://www.drugs.com/mtm/omnipred-ophthalmic.html
21227,Omniscan,https://www.drugs.com/mtm/omniscan.html
21228,Omniscan Prefill Plus,https://www.drugs.com/mtm/omniscan-prefill-plus.html
21229,Omnitrenidol Injection System,https://www.drugs.com/pro/omnitrenidol-injection-system.html
21230,Omnitrope,https://www.drugs.com/omnitrope.html
21231,Omontys,https://www.drugs.com/omontys.html
21232,Omtryg,https://www.drugs.com/cons/omtryg.html
21233,Omvoh,https://www.drugs.com/omvoh.html
21234,OnabotulinumtoxinA,https://www.drugs.com/onabotulinumtoxina.html
21235,Onasemnogene abeparvovec Zolgensma,https://www.drugs.com/mtm/onasemnogene-abeparvovec-zolgensma.html
21236,Onasemnogene abeparvovec-xioi,https://www.drugs.com/cons/onasemnogene-abeparvovec-xioi.html
21237,Oncaspar,https://www.drugs.com/mtm/oncaspar.html
21238,Oncovin,https://www.drugs.com/cons/oncovin.html
21239,Ondansetron,https://www.drugs.com/ondansetron.html
21240,"Ondansetron (Oral, Oromucosal)",https://www.drugs.com/cons/ondansetron-oral-oromucosal.html
21241,Ondansetron injection,https://www.drugs.com/mtm/ondansetron-injection.html
21242,Ondansetron ODT,https://www.drugs.com/pro/ondansetron-odt.html
21243,Ondansetron Oral Solution,https://www.drugs.com/pro/ondansetron-oral-solution.html
21244,One-Gram C,https://www.drugs.com/cons/one-gram-c.html
21245,OneLAX Magnesium Citrate,https://www.drugs.com/mtm/onelax-magnesium-citrate.html
21246,Onexton,https://www.drugs.com/mtm/onexton.html
21247,Onexton Gel,https://www.drugs.com/pro/onexton-gel.html
21248,Onfi,https://www.drugs.com/onfi.html
21249,Ongentys,https://www.drugs.com/ongentys.html
21250,Onglyza,https://www.drugs.com/onglyza.html
21251,Onion,https://www.drugs.com/npc/onion.html
21252,Onivyde,https://www.drugs.com/onivyde.html
21253,Onmel,https://www.drugs.com/mtm/onmel.html
21254,Onpattro,https://www.drugs.com/onpattro.html
21255,Onsolis,https://www.drugs.com/onsolis.html
21256,Ontruzant,https://www.drugs.com/mtm/ontruzant.html
21257,Ontruzant (Trastuzumab Intravenous),https://www.drugs.com/cons/ontruzant-trastuzumab-intravenous.html
21258,Ontruzant (Trastuzumab-dttb Intravenous),https://www.drugs.com/cons/ontruzant-trastuzumab-dttb-intravenous.html
21259,Onureg,https://www.drugs.com/onureg.html
21260,Onxol,https://www.drugs.com/mtm/onxol.html
21261,Ony-Clear,https://www.drugs.com/mtm/ony-clear.html
21262,Onycho-Med,https://www.drugs.com/pro/onycho-med.html
21263,Onyda XR,https://www.drugs.com/onyda-xr.html
21264,Onzetra Xsail,https://www.drugs.com/cons/onzetra-xsail.html
21265,Ocrelizumab,https://www.drugs.com/ocrelizumab.html
21266,Ocrevus,https://www.drugs.com/ocrevus.html
21267,Octreotide,https://www.drugs.com/pro/octreotide.html
21268,Ofev,https://www.drugs.com/ofev.html
21269,Ofloxacin,https://www.drugs.com/mtm/ofloxacin.html
21270,Ofloxacin ophthalmic,https://www.drugs.com/mtm/ofloxacin-ophthalmic.html
21271,Ojjaara,https://www.drugs.com/ojjaara.html
21272,Olanzapine,https://www.drugs.com/olanzapine.html
21273,Olaparib,https://www.drugs.com/olaparib.html
21274,Olmesartan,https://www.drugs.com/mtm/olmesartan.html
21275,Olopatadine,https://www.drugs.com/monograph/olopatadine.html
21276,Olopatadine nasal,https://www.drugs.com/mtm/olopatadine-nasal.html
21277,Olux,https://www.drugs.com/mtm/olux.html
21278,Omalizumab,https://www.drugs.com/omalizumab.html
21279,Omega-3,https://www.drugs.com/mtm/omega-3.html
21280,Omega-3 Fish Oil,https://www.drugs.com/mtm/omega-3-fish-oil.html
21281,Omeprazole,https://www.drugs.com/omeprazole.html
21282,Omeprazole and sodium bicarbonate,https://www.drugs.com/mtm/omeprazole-and-sodium-bicarbonate.html
21283,Omnicef,https://www.drugs.com/omnicef.html
21284,Omnipaque 350,https://www.drugs.com/cons/omnipaque-350.html
21285,Ondansetron,https://www.drugs.com/ondansetron.html
21286,Onfi,https://www.drugs.com/onfi.html
21287,Ongentys,https://www.drugs.com/ongentys.html
21288,Onureg,https://www.drugs.com/onureg.html
21289,Opdivo,https://www.drugs.com/opdivo.html
21290,Opill,https://www.drugs.com/opill.html
21291,Opzelura,https://www.drugs.com/opzelura.html
21292,Orencia,https://www.drugs.com/orencia.html
21293,Orgovyx,https://www.drugs.com/orgovyx.html
21294,Oriahnn,https://www.drugs.com/oriahnn.html
21295,Orladeyo,https://www.drugs.com/orladeyo.html
21296,Orlistat,https://www.drugs.com/orlistat.html
21297,Orphenadrine,https://www.drugs.com/mtm/orphenadrine.html
21298,Oseltamivir,https://www.drugs.com/oseltamivir.html
21299,Osimertinib,https://www.drugs.com/mtm/osimertinib.html
21300,Otezla,https://www.drugs.com/otezla.html
21301,Otrexup,https://www.drugs.com/cons/otrexup.html
21302,Oxaliplatin,https://www.drugs.com/oxaliplatin.html
21303,Oxandrolone,https://www.drugs.com/mtm/oxandrolone.html
21304,Oxazepam,https://www.drugs.com/mtm/oxazepam.html
21305,Oxcarbazepine,https://www.drugs.com/mtm/oxcarbazepine.html
21306,Oxtella XR,https://www.drugs.com/oxtellar-xr.html
21307,Oxybutynin,https://www.drugs.com/oxybutynin.html
21308,Oxycodone,https://www.drugs.com/oxycodone.html
21309,Oxycontin,https://www.drugs.com/oxycontin.html
21310,Oxygen,https://www.drugs.com/pro/oxygen.html
21311,Oxymetazoline nasal,https://www.drugs.com/mtm/oxymetazoline-nasal.html
21312,Oxytocin,https://www.drugs.com/mtm/oxytocin.html
21313,Ozanimod,https://www.drugs.com/ozanimod.html
21314,Ozempic,https://www.drugs.com/ozempic.html
21315,Opana,https://www.drugs.com/opana.html
21316,Opana ER,https://www.drugs.com/cons/opana-er.html
21317,Opana Injection,https://www.drugs.com/pro/opana-injection.html
21318,Opcicon One-Step,https://www.drugs.com/mtm/opcicon-one-step.html
21319,Opcon-A,https://www.drugs.com/mtm/opcon-a.html
21320,Opcon-A Eye Drops,https://www.drugs.com/pro/opcon-a-eye-drops.html
21321,Opdivo,https://www.drugs.com/opdivo.html
21322,Opdivo Qvantig,https://www.drugs.com/opdivo-qvantig.html
21323,Opdualag,https://www.drugs.com/opdualag.html
21324,Opdualag Injection,https://www.drugs.com/pro/opdualag-injection.html
21325,Operand Chg Surgical Scrub Brush,https://www.drugs.com/cons/operand-chg-surgical-scrub-brush.html
21326,Operand Chlorhexidine Gluconate,https://www.drugs.com/cons/operand-chlorhexidine-gluconate.html
21327,Operand Closed Loop Chg Scrub,https://www.drugs.com/cons/operand-closed-loop-chg-scrub.html
21328,Opfolda,https://www.drugs.com/opfolda.html
21329,Ophthaine,https://www.drugs.com/mtm/ophthaine.html
21330,Ophthalmic irrigation intraocular,https://www.drugs.com/mtm/ophthalmic-irrigation-intraocular.html
21331,Ophthetic,https://www.drugs.com/mtm/ophthetic.html
21332,Opiate Agonists General Statement,https://www.drugs.com/monograph/opiate-agonists-general-statement.html
21333,Opicapone,https://www.drugs.com/mtm/opicapone.html
21334,Opill,https://www.drugs.com/opill.html
21335,Opipza,https://www.drugs.com/pro/opipza.html
21336,Opium,https://www.drugs.com/cons/opium.html
21337,Opium preparation,https://www.drugs.com/mtm/opium-preparation.html
21338,Opium Preparations,https://www.drugs.com/monograph/opium-preparations.html
21339,Opium Tincture,https://www.drugs.com/pro/opium-tincture.html
21340,Oprelvekin,https://www.drugs.com/cons/oprelvekin.html
21341,Opsumit,https://www.drugs.com/opsumit.html
21342,Opsynvi,https://www.drugs.com/opsynvi.html
21343,Opti-Clear,https://www.drugs.com/mtm/opti-clear.html
21344,Opti-Free Pure Moist Rewetting Drops,https://www.drugs.com/mtm/opti-free-pure-moist-rewetting-drops.html
21345,OptiFlex-C,https://www.drugs.com/mtm/optiflex-c.html
21346,Optiflex-G,https://www.drugs.com/mtm/optiflex-g.html
21347,Optigene 3,https://www.drugs.com/mtm/optigene-3.html
21348,Optimark,https://www.drugs.com/pro/optimark.html
21349,Optimoist,https://www.drugs.com/mtm/optimoist.html
21350,Optimum Charcoal,https://www.drugs.com/mtm/optimum-charcoal.html
21351,Optimum Magnesium Gluconate,https://www.drugs.com/mtm/optimum-magnesium-gluconate.html
21352,Option 2,https://www.drugs.com/mtm/option-2.html
21353,Optipranolol,https://www.drugs.com/cons/optipranolol.html
21354,Optiray,https://www.drugs.com/pro/optiray.html
21355,Optiray 160,https://www.drugs.com/cons/optiray-160.html
21356,Optiray 240,https://www.drugs.com/cons/optiray-240.html
21357,Optiray 300,https://www.drugs.com/mtm/optiray-300.html
21358,Optiray 320,https://www.drugs.com/mtm/optiray-320.html
21359,Optiray 350,https://www.drugs.com/mtm/optiray-350.html
21360,Optison,https://www.drugs.com/mtm/optison.html
21361,Optivar,https://www.drugs.com/mtm/optivar.html
21362,Optive,https://www.drugs.com/mtm/optive.html
21363,Optive Sensitive,https://www.drugs.com/mtm/optive-sensitive.html
21364,Opuviz,https://www.drugs.com/opuviz.html
21365,Opvee,https://www.drugs.com/opvee.html
21366,Opvee Nasal Spray,https://www.drugs.com/pro/opvee-nasal-spray.html
21367,Opzelura,https://www.drugs.com/opzelura.html
21368,Opzelura Cream,https://www.drugs.com/pro/opzelura-cream.html
21369,Ocrelizumab,https://www.drugs.com/ocrelizumab.html
21370,Ocrevus,https://www.drugs.com/ocrevus.html
21371,Octreotide,https://www.drugs.com/pro/octreotide.html
21372,Ofev,https://www.drugs.com/ofev.html
21373,Ofloxacin,https://www.drugs.com/mtm/ofloxacin.html
21374,Ofloxacin ophthalmic,https://www.drugs.com/mtm/ofloxacin-ophthalmic.html
21375,Ojjaara,https://www.drugs.com/ojjaara.html
21376,Olanzapine,https://www.drugs.com/olanzapine.html
21377,Olaparib,https://www.drugs.com/olaparib.html
21378,Olmesartan,https://www.drugs.com/mtm/olmesartan.html
21379,Olopatadine,https://www.drugs.com/monograph/olopatadine.html
21380,Olopatadine nasal,https://www.drugs.com/mtm/olopatadine-nasal.html
21381,Olux,https://www.drugs.com/mtm/olux.html
21382,Omalizumab,https://www.drugs.com/omalizumab.html
21383,Omega-3,https://www.drugs.com/mtm/omega-3.html
21384,Omega-3 Fish Oil,https://www.drugs.com/mtm/omega-3-fish-oil.html
21385,Omeprazole,https://www.drugs.com/omeprazole.html
21386,Omeprazole and sodium bicarbonate,https://www.drugs.com/mtm/omeprazole-and-sodium-bicarbonate.html
21387,Omnicef,https://www.drugs.com/omnicef.html
21388,Omnipaque 350,https://www.drugs.com/cons/omnipaque-350.html
21389,Ondansetron,https://www.drugs.com/ondansetron.html
21390,Onfi,https://www.drugs.com/onfi.html
21391,Ongentys,https://www.drugs.com/ongentys.html
21392,Onureg,https://www.drugs.com/onureg.html
21393,Opdivo,https://www.drugs.com/opdivo.html
21394,Opill,https://www.drugs.com/opill.html
21395,Opzelura,https://www.drugs.com/opzelura.html
21396,Orencia,https://www.drugs.com/orencia.html
21397,Orgovyx,https://www.drugs.com/orgovyx.html
21398,Oriahnn,https://www.drugs.com/oriahnn.html
21399,Orladeyo,https://www.drugs.com/orladeyo.html
21400,Orlistat,https://www.drugs.com/orlistat.html
21401,Orphenadrine,https://www.drugs.com/mtm/orphenadrine.html
21402,Oseltamivir,https://www.drugs.com/oseltamivir.html
21403,Osimertinib,https://www.drugs.com/mtm/osimertinib.html
21404,Otezla,https://www.drugs.com/otezla.html
21405,Otrexup,https://www.drugs.com/cons/otrexup.html
21406,Oxaliplatin,https://www.drugs.com/oxaliplatin.html
21407,Oxandrolone,https://www.drugs.com/mtm/oxandrolone.html
21408,Oxazepam,https://www.drugs.com/mtm/oxazepam.html
21409,Oxcarbazepine,https://www.drugs.com/mtm/oxcarbazepine.html
21410,Oxtella XR,https://www.drugs.com/oxtellar-xr.html
21411,Oxybutynin,https://www.drugs.com/oxybutynin.html
21412,Oxycodone,https://www.drugs.com/oxycodone.html
21413,Oxycontin,https://www.drugs.com/oxycontin.html
21414,Oxygen,https://www.drugs.com/pro/oxygen.html
21415,Oxymetazoline nasal,https://www.drugs.com/mtm/oxymetazoline-nasal.html
21416,Oxytocin,https://www.drugs.com/mtm/oxytocin.html
21417,Ozanimod,https://www.drugs.com/ozanimod.html
21418,Ozempic,https://www.drugs.com/ozempic.html
21419,Ora film,https://www.drugs.com/cons/ora-film.html
21420,Ora Relief Throat,https://www.drugs.com/mtm/ora-relief-throat.html
21421,Orabase Paste,https://www.drugs.com/orabase.html
21422,Orabase-B,https://www.drugs.com/cons/orabase-b.html
21423,Orabloc,https://www.drugs.com/pro/orabloc.html
21424,Oracaine,https://www.drugs.com/cons/oracaine.html
21425,Oracea,https://www.drugs.com/oracea.html
21426,Oracit,https://www.drugs.com/mtm/oracit.html
21427,OraDisc A,https://www.drugs.com/oradisc-a.html
21428,Orajel,https://www.drugs.com/orajel.html
21429,Orajel Dry Mouth Moisturizing,https://www.drugs.com/mtm/orajel-dry-mouth-moisturizing.html
